Sha256,Cohort,GroupId,SourceWidth,SourceHeight,SourceRgbSha256,TargetRgbSha256,TensorSha256,PNoFactura,PFactura,Pred050,Zona
2D43B3648B73EFBB36772933B8ED7CE0CD779C0945E776A136EC6123FA5D5551,DEVELOPMENT,factura-familia-branding-merchandising,2479,3504,38BB75C88BFF071B96D53D4341401AC2FE431A41559B12987CA5B7D4DB897DB7,AEBB6FFC0D5F6E613AD557CC0B9B7880CC860F20F10E4F2A754635803CA0905D,9802BFEBB4A9E7CA87AC058C756ABD4E9B98FEECB5ADEEE982059AE2D4FA25E7,0.177693233,0.822306752,FACTURA,FACTURA_FUERTE
B4C8FA3786E8BA119F3C5F40F1BF5868D7591D0E865FF2AF84F7235674F33C88,DEVELOPMENT,factura-familia-condominio-pdi,2480,3507,FB4814B03720DE3C7A1D171AFFB591DBAF669DDA16E46F43FE85ED790F89DC59,ED453E1F19588232894975042E93EF140F9277E4DFADF8E47FB2E00D0D88228C,E3A60201B5886BC6011A43B71B3DE0E849DB30F7CCA6EFE0992F0AB854ECAAF4,0.165303513,0.834696472,FACTURA,FACTURA_FUERTE
D0998159322E7036852951E3B6BB4631E0A5EF21ADFC0DFC39679D4F410C959F,DEVELOPMENT,factura-familia-condominio-pdi,2480,3507,5A87C1F665DED2D0D2500106DA7F19616E3EA9F763839A4C773A651348FBD28B,C896728D8DEECCE6FDA1220A843ABBFF99DFF7D39881875F506241B88C1601BA,073E254097AF5FB529B9DF620198E63CE03A81B1C995FC7945C33B0671BB531C,0.165643498,0.834356546,FACTURA,FACTURA_FUERTE
B7004863AED55E481D4397435BD5B06CEA6180397E1059883D51F5D066F1147F,DEVELOPMENT,factura-familia-excell,2479,3508,26050272B15F048F71BA8D1E062595A69BE81F44789197B78A9DC54B327BDA66,837604E4929926883EABA3C2803D8184EB6C4DB2B672EB06E8FC06A65C25795D,F7780824DFB62B2A179FC94BA4C820DB56E91E3DB2240D0119726FD1E0DB0BDE,0.051052522,0.948947430,FACTURA,FACTURA_FUERTE
C177CD77BAA5F5587D302FDCC9F5615424F6BCED6057AA300113D6E3A600DC02,DEVELOPMENT,factura-familia-inmuebles-fce,2479,3508,6CBE8EE2CFCB2C3C24298300B9369B9D5B9D7BD761A5DE15783A047879254125,90747DCF2FD45ADA499AE5558593ACF895F1981439BBF4D3D539D94D86EE5D01,A968DC61BBBA0F969D053DB9141374994E48ECA919629BA73590ECB02E66B2DC,0.175512925,0.824487090,FACTURA,FACTURA_FUERTE
D165FB62E80F26847F1F00B1DBD7E949928E56EC5C2A0EDD2FE929E4ABD85CB0,DEVELOPMENT,factura-familia-manantial,2479,3508,7B67BFBAAC6F129C77618C22858C45D472729AE656243D7D2C8B74D984226581,4DB5218F4EF9C66D944D1C9192C6E367AAFD48E2310084C3F0CC9D2D91EC58EC,B9BDF96E93FB442DFA1F4D56F854DE9456331ACE2D890AC4BD344D9D7B327593,0.131567642,0.868432403,FACTURA,FACTURA_FUERTE
A75839AE32A6A29EBB6CF64EBE45427C346DFFE51E758D5F04D903FC28147D87,DEVELOPMENT,factura-familia-pediatrics,2480,3508,DE2BF5598685482D82ADC6B5CA3B6BE4BB3BC1BA38D0151B031F44483C879BA2,3A9A1030093EDAC5F377A45CF7F71CF7252A19E4C35E962D5A7E56B9D12ACD5C,1A56933055B4D594699D8BAF1A8EE2EF38D6453FE0C1C4E11C4EC8B81A0EABE5,0.256892651,0.743107378,FACTURA,INCIERTO_VISUAL
681D494D1EABD2B24BA13F9F99B3AC5F6D565688BB7368714C430C5395C5A868,DEVELOPMENT,factura-familia-servicios-inmobiliarios,2479,3508,2EDAFDF3F2DCA902639B2D906EDC097B8942D312C0A882C32AFA568155BC326F,367077A8ADCF3F50F693CE7D77578674645F68A592A7F2AD7EA641FEFE35CD5E,3326AF175B14A16FA17356DAEE1793941DE3EC14B3F5693F2DA8AD84745BCFE8,0.189105541,0.810894489,FACTURA,FACTURA_FUERTE
B68674F3B9393FDE895EBE47421061B41DCE664D2174AFA8C7904CD4324C5124,DEVELOPMENT,factura-familia-vitalis,2479,3504,05CEFC13DA465B067403A8349378584C28C880D9EA5FBFB12F5453EDB6DC9D2A,CB37617EB877E770F0C2C45346010FC8091565EA72754961CA46D6CCED884DAA,F8CE188362B0006E02B3FBA24B5C228F8CEC56E0E3A3876105C8187EDB839834,0.073157579,0.926842451,FACTURA,FACTURA_FUERTE
5E8DD1B162CD0DD53E297362595BB3BE6CF0D4A3AA3803D214C679FD4CBD69F1,DEVELOPMENT,factura-logistica-la-serenisima-zb2b,2480,3507,A7914DCF78079B34C9918DF16114F46072A7880168C30DE5343A4A5E93264A1D,3C2BAA814B8E14D32DD7FE2CE0CDC9E31FA2DBC976FBCB5F7E7B95984C9251D4,4110D2EB988DBB13DA2BFF00A4A84FA5A0522F4C9FAD922059679C156E10598B,0.135361582,0.864638448,FACTURA,FACTURA_FUERTE
8F6CD87791DE515777752DAA95C010EB45B43DFD9348A6AD6110D4325615EA00,DEVELOPMENT,alertas-infraestructura-srvedms,743,259,4BD018FA707C2DC29ADD05A245BF54AAC7FE79A24D0EC62B4B47B1E23B315FC3,2A6925103807D9AF18B40FD7DC620F8E6A8ED981A5ECA29CB3B2948AB70D1DFD,24F3E42F6EE1C9A5ACB5CD97D76D361993F40CDE28E9234C0E59A2A20AE0F80B,0.832473218,0.167526811,NO_FACTURA,INCIERTO_VISUAL
0A580FEA09DEB190DE1B8FCECAECE18D82D97ED106F75509B1CAFE5475D16253,DEVELOPMENT,branding-avon-natura,270,109,8A28FC18CDA9376D79779246B59555E10716F52898466B1FBBB0C01CD717C1CB,DB92DF12389479F358A0FC273EED242036A0913585FE2AAB517B449AF5FD31AC,410C237EB37280C16C53BBDA8917252EC05DB3A084536031E7465C0041A876FD,0.907045782,0.092954189,NO_FACTURA,NO_FACTURA_FUERTE
4AA692A94759E1F431C7F170D7194BD10D99DC221BB5B63BD9A9654AA70A7515,DEVELOPMENT,branding-bunge,144,38,266587C1627D23FE5722B42BAE4F01C89473708C65BAAE65669F3E983DF51DE3,B879E7ECF4D56A2EA4124F2B3F8DCFB11C4C04E567C1D70033C43B0A5E0E90E2,B5EB95659D1047DB072FE5A90FD3F6ECFA30ECD7835135F986628F3BD3721503,0.986813307,0.013186660,NO_FACTURA,NO_FACTURA_FUERTE
CEBD403817596F810B3BB9DCECB123713E7BC8788B8B6DDD32DF87CEED97D03A,DEVELOPMENT,branding-correo-argentino,130,35,319FB6CD0505B31054197BF0977C8F8EAD85A6D7E4C184F0DD71BEB3DD64BC6E,51792F1D3AAA79EC769AA2613CC9572F1938BDD4030A23377633CAB50BCDA724,0373F8DE96BEF8EAB9BE0387A1528134E1FE60495F813F2B637C311E6A973652,0.903969646,0.096030332,NO_FACTURA,NO_FACTURA_FUERTE
2AF9DE4CAF9BB15F857FAE3B9E6DFEEDD831219A156B978E43FF62BC315266C6,DEVELOPMENT,branding-meteomatics,200,72,A584855A7E43830855D758CD60693877FF207005054F30B3378B8555B9BD434B,E89218B4D7843634D82BD1167732FB9AB02D3AFAC351EE545E43A1432D83D92C,D8392852A78AFD4E77AB5F054B71FA8E48EB16CAAEC7123035EF62843CA71A61,0.977506638,0.022493348,NO_FACTURA,NO_FACTURA_FUERTE
72047867C7642F6358837C0F9867C83F915A29366A6B64C6508DCE8FEB356E85,DEVELOPMENT,branding-personal,293,80,C13AD088FD395443EA180C8746164F108AF7C3197F3067973E10059412963815,67BB03D77ACA1AF31D483B78742B1BBC2B4709F82EC802202877CBE3294D612C,23D0BF8646C1B16FC31DB6F9F209D8533DE4306469FAB0FEE09DF9E77D436ABC,0.956530154,0.043469813,NO_FACTURA,NO_FACTURA_FUERTE
A881A4460A42E2C5B06E833B3B6B6A7EE43EC358EDBDB48C3B3BD7B7F6643710,DEVELOPMENT,branding-renaper,98,116,E70FCEA36693C287E5E496E99A6CCD9010E9FE096DF777E8A81C579F25395581,F7F56D1CE7F0586D46C742CD8A758E4B6EB915C658E2D1E1D7327F6E38421032,D7265ED38C631400F0A7025ADDB7381D123D237DFDDBC284C162797D883BF9D7,0.917516172,0.082483858,NO_FACTURA,NO_FACTURA_FUERTE
09FA512D0268E721B912C8D816EB01D29B16E440ADDC96B967A462DAAAF784DA,DEVELOPMENT,capturas-error-edms,923,675,BA05866A27B6BB638017E209602BF46A84A786F8CF581449A5C89CC9967A2BDC,D7CCC88FAA457B829707A887C833FF9FE03D064FAA022F70877CE76BAE4C241B,4426989DC26861F922FFBC975156774C4AA637E2B045135B3891888E073DBDC2,0.945701838,0.054298099,NO_FACTURA,NO_FACTURA_FUERTE
31089A698A1E82394B3667FE64BAF03D2A775892EF73B04FB9C439A916E5CC2A,DEVELOPMENT,capturas-sistema-posicion-consolidada,1920,1008,160AB6314CDABA57120E2203DD5C840E64307C2F515D735E19965257BF3058F1,92DFF3CAEC02EF70ABAC3867BE62FCDBC685D2C7A62739F1390657D7C2AEFB95,ED7CF4C819D4936136BAE01D4D215EAD096B6BEB3CFD4D95281C9692284B3BD2,0.783160090,0.216839865,NO_FACTURA,INCIERTO_VISUAL
3542D120B3139DB932D4DFB7A8D23F072F1FFBEBD924C55AB6494B68851BD418,DEVELOPMENT,capturas-sistema-posicion-consolidada,1165,481,A7AF44B00751F4CBA06538F9BC38E99B2DCAE6A18789F6A4FD2B9113B6C3A1D1,5474BE8E5E5818878502D496E9C405104BA25D3C150CA6F3351F3B5250758B87,C832F7691409A6835B138BCCDF38BC898181871981192BEF809DCA62EFCB62AB,0.959853590,0.040146403,NO_FACTURA,NO_FACTURA_FUERTE
C5DAB04B2642976192FF1B496476C165AAEC82A85C775945E07D2580E0C99279,DEVELOPMENT,capturas-sistema-posicion-consolidada,971,443,32AA97A9AE8C59F2DBE047D82D1CF0E902A9212E97F9E50DF1B2A3B41B140DF7,140B009C83E191BE363F9E1008E644E412CF7D5A4EBF2629C97AA227BB42E629,43E6026984A24493BBC439AF688984A42A98125E46FAEABEAE408D1636586C72,0.920677364,0.079322644,NO_FACTURA,NO_FACTURA_FUERTE
645D7CE914A8E04CD643296A64581A6DE08FB07730F4CC96646A93AFE83EE991,DEVELOPMENT,correo-boleta-lanus,1242,130,840E683F45BBF38D326DBB9D669934CD85F6A600A29A7DF7847689F7A93C7BC4,E04855094DB8DA259FE2B1224C5B43C1DF70372B499F45CD5B03E18A35F40F0F,8E67B0A59A2443AB9C9097FE27396C845C2B194DCA761B91BA415F9E8EB71F25,0.795623422,0.204376608,NO_FACTURA,INCIERTO_VISUAL
9A641C4729F3EF559F7A6D5A621453270D66916A84727E1556C4FB7525EFABC7,DEVELOPMENT,correo-boleta-lanus,1242,1622,4FB1F974AE0A6A0010EBFCA3A6DDD2D09BEF246D2E4572219DC69E3F4BA1839E,011321E574C3D5B9FA8E8E0EA0D42D598CE221EC8D5535AFB13E3E97322F5988,EBCAB631202EB85C6D7B539E3EAF1A389CA9EA9728A57C6F027650059B027950,0.734565794,0.265434116,NO_FACTURA,INCIERTO_VISUAL
BE8E9456C6B3CD399C535A48BB397D4BF7C91D9CBDC212D5438373DDEFD4B5B5,DEVELOPMENT,error-impresion-xerox,3000,4000,8F94876B597BF1C8DFADF36C206F9F66A85558A6E4DECC08C7B8B2F687D2DBA3,5053609C898BB80794B89ADB367FD7C550AA90905F1788DAAD90B4056376B3C8,4AA5CE8EBBD78EBC667C066573F5B3055B0D77E74CEDC69E2CDE8E4B19D5D140,0.861371338,0.138628691,NO_FACTURA,INCIERTO_VISUAL
94F6E14058C816126DE54ADD5ABC33BE7B27923DDB132FBC9590101D1E82C8D7,DEVELOPMENT,firma-banco,385,126,3C85434C1E7D8B0087FF214CE23B4C369591978E69E9450B51570F8BD059633C,5DEEFFEF8CC708052A87FF8639E250B526CBCF0A6F3C4B1535C8C3EEE141E4EF,3D4E7D369C6055ECF613B187BE810C135456B18E1893E7D0B8063EDC44C06617,0.971531272,0.028468750,NO_FACTURA,NO_FACTURA_FUERTE
0814C60BD510A3E30D86D313B0DDDB0CB088B987E781388B1C942943A13D554E,DEVELOPMENT,firma-deloitte,156,30,A71696D0216CED150FCF2C2986A7036001A6EA6613C54C94561D0D6AFEC3AD68,4ABFF94C8E718D3EE8295F8E5A483CB5CD63DBF49BD213AC96E1462E2AFFAF8F,02DAF56A42614DB3C73E0C9F7ED5647CCB9F44087AF73B9E56AD23F88DE9934F,0.887514889,0.112485088,NO_FACTURA,NO_FACTURA_FUERTE
4076445FF73213039D7402664EB4FC48546391227FAB11DAA3224DA874701C8C,DEVELOPMENT,firma-deloitte,354,334,E7A7C8A7CF1E3AEB32AF5014FB621FD48CC0C50BB161F6CC9E16A0B2E9CD088E,247D59E99610E9386D6119D4C8E9E5995A10DF5F106A213F833887382DDF3F33,5362D71DECA510D970A435C73DE48F66F23C74DB638D9F4C120C04C30FC34FB3,0.958843827,0.041156232,NO_FACTURA,NO_FACTURA_FUERTE
74DA980974A41F7B871D2C47FD7A44101AB5661F1393C6FEFD5399CAA02A68DD,DEVELOPMENT,fotos-familiares,4000,2248,8593FC6AF0FAB5CC9F8434D29A1D169DDE0C6010288FBCC52B0814465B92369B,E2BBD005356715DEB2762DDAF358C24F38DB353D3598ADBB01B6DC08D5C2F6E8,179B5DCC0C1C5E18F0168B4F7E5F47135B51E303B18FFF33C8C3675EACACD444,0.881692886,0.118307136,NO_FACTURA,INCIERTO_VISUAL
EC91DE96F8A25E7EE60D3F37BF910A33AE2F346FEE43CEEEF8DFD14BB3F53973,DEVELOPMENT,fotos-familiares,4000,2248,ACD40E66C8961B6E420C50A1C2DBDAA6F90D90DAF2C7C30B22FD374EE571B93E,AA9A398641C90B949C6691CEFACFB52576871CAB90B3461D13DAE7EA183E9A2B,CF4824B7FD322E4ECA6BC0B840FFDF5071A5C78B4F6E42C80502F3590F4CFB91,0.824960113,0.175039858,NO_FACTURA,INCIERTO_VISUAL
966FCC7F039D31C33FC27230D26B6EC27356D2033146FA8A4EE21461EAB0945D,DEVELOPMENT,mapas-viajes,1236,616,376AFFA8E997CD75348508FDC380E9E1FA483B9695E66CB41B286057D9117CE3,0CCDBFC184B4798744EB7560A164DCE832A0AA5919D940869E597456610F9A4E,EA102FB7A5EC4943482D6219B7D2CF198E1FC82B7172420F2CDC8129D1246E15,0.875859201,0.124140859,NO_FACTURA,INCIERTO_VISUAL
D2B2FACB91DDE28A9AED66FDEA2BDBD8E2FD91B94161D10F361C4040553FF392,DEVELOPMENT,mapas-viajes,1236,616,922AFB004F1BE8BD09AE6836B75DC8D265FA7B52F23D5397F9C158DC25212C2A,CB3D1A3CC6F00F7FD49DA02165596449E6F58EBDF53B29CAF555533B8E74D5A2,CF0317B654F69DE0EA355FC228DC192FF6BC37BF2254DC243F7BE8941FF22677,0.951604545,0.048395436,NO_FACTURA,NO_FACTURA_FUERTE
F6112D3A8671D063327C69FBA50410F72448E6DA21C4C8A6AFCFC3F883CE84A4,DEVELOPMENT,mapas-viajes,1236,616,7822E6ED5AB2D7D9C60808DC173B4A0A0C54A8D052FFA74A157F9B1DB2A1EB4E,5CD78B6F6EE8A3C839F5DF3C24165395601D159BBE0129910E8480F5F64BB6D4,4390E1E6BA7971F7E9C5A9A841B4E21C44072ACA8EA9ADA2A67860DD61BDE986,0.896653414,0.103346586,NO_FACTURA,NO_FACTURA_FUERTE
131E45D3DC803E82CB78E212E95C4E289E840BF38F309CC9E631F8D3F0668D7B,DEVELOPMENT,publicidad-ezdrummer,500,360,52A0FA5AC88AF99F5D1224D4F1965D30F56EDA500EDFF5ADE3544F9544D8C379,05869D4C7136EF318899ECDC002B95AFC7880C1DB9267D0706391100A2613F38,A1709483E0141C95C32D9258F68B3D1D2BF9F649AF29EF9C5D051F671B62B0DD,0.867393255,0.132606760,NO_FACTURA,INCIERTO_VISUAL
398257AA42671A521BDE2ED73A1695CCE3819975D25652CA5F06383773E842EE,DEVELOPMENT,publicidad-guia,2000,1300,1FB9B5BB23B0DFE98CDA52458C31F4734AA195E14A755C8EBC85AC808AD90E8E,80F68C290F992465C9FF60745D483E380B63CE0F6622EE77C2E50DBA43D3EFE0,11C18E4A9ED25C4F40F9B57E9D4C06FA0603E06856BD8D3DAC2BEB420AF981BF,0.864180148,0.135819837,NO_FACTURA,INCIERTO_VISUAL
5EAC3DD7134262EC7667AFFD27336A78CCB94C616157B186FF964556F9635BB7,DEVELOPMENT,publicidad-samsung-galaxy,650,8489,BF4073F81740A43AC8697AED2BE512259B67E02A1C0B797DAED1D93BFB91B642,900A64C366B1F695EDBDAEF0493BA516BEFEA30A52ED9610F3CB29E9F3EF9047,D6F1AEEB208BBD096B5F966FB3DC8CA828B380F879C0959F2F471AE2A6EC66FA,0.708378494,0.291621566,NO_FACTURA,INCIERTO_VISUAL
DFB5D9B1FC4775F72C0526C008E7C7438380A66D13114E8C65F3FAC5F942FFA3,DEVELOPMENT,publicidad-websupergoo,600,255,6A3880D86158FA59E7E1C2F5F43246FE990DC336C6855A134ACEC201AD1862B4,B24DE4C98ED5439B544CEE0E513C5C2C72FE04D86A7DA0D6826A6040C030FAFA,6653C76FFCCA69A3E94B0D51F3CD889A2B5066947D64EFB652FA65770B77F317,0.976870418,0.023129633,NO_FACTURA,NO_FACTURA_FUERTE
2CDC2802080A93C44CC6959AF2AC254546F4652B24A22C9B75546BEDFDB0A3EA,DEVELOPMENT,credencial,2479,3508,B4B3D68691BB02047126980BA28881A13FBEEDD5A4D72A1650B1369FEB66E878,C7AFEEC579E73EF5A52D0D33F41AC494433ACA9767AE014AC891EA124A25BC5F,8055EFF0975500B78ADC39B496CF6206AD72FF9FD3A1699458606E54EE6CE27F,0.746658564,0.253341436,NO_FACTURA,INCIERTO_VISUAL
999FBF2C511BEF61577E45BE48F034B1AABDC5692AEB747159BD61CF408F6BB4,DEVELOPMENT,orden-compra,2480,3507,A2D55E0801E18E35491A55C4AF8136E5F577B342EB772A2820FEB5D0A65052DE,F62EEBE9E5FDEFFC088456F3A0DC330A3535D63C7E654C0590C5D8DF92638FE3,1541B97220F753E6F794CDD53C7A6A989F084E843B0037BB78E05C4CDBD7964E,0.562291801,0.437708229,NO_FACTURA,INCIERTO_VISUAL
7D6906456FD818CCF677B46E7E09A4F9EE6932CEE5AF8FED0DC9CD4D2D7EEE75,DEVELOPMENT,otro-aviso-cheque-rechazado-banco-patagonia,1576,2100,9BFBFBDCBF3D6C6677B9FA317360C54A0472EC5E6AB551295FE5C9114C5A9880,534F7218F2BD6A99B1DE49E52384566D40DB6BF252601A55BC4D684EA7635D50,003677EB3B96A5EBFE66D7ADD65C9894371AECD7AE95F92730AEB58F18C10BDA,0.673667967,0.326331973,NO_FACTURA,INCIERTO_VISUAL
AD4F901A339BA7D979DDC8D72FDF48CF5AEA068CE8B78E0A68DB02659CBB784D,DEVELOPMENT,otro-aviso-cheque-rechazado-banco-patagonia,813,639,E6F5EAA09F9F874B2C22AF3CA132F23C721C213AAAC037F5E79A151CF17EC280,42E4C6A020F4A00449F9E85C07C72A1747E4E8298FCF3176BA48B9021AED737B,DA13F4C0EFBACBD8678B48DB59477EDD226BB5A23BF87958512D845242CB549E,0.500355124,0.499644846,NO_FACTURA,INCIERTO_VISUAL
DA7DB06022306B8142F9D0179BDE36BFE71E64CEC4A2D7E10FCCE5D2FDBC7C97,DEVELOPMENT,otro-aviso-cheque-rechazado-banco-patagonia,4284,5712,E470A6CFC4429FAB4942F104B5E4107D3213ED82B87116A2E9348AE66FD760E4,417F5C6FDF450BAF5488C119D245CE3BC53BC62D31A073704A4A50A83F1117A1,B23260FB44E9545901F8C09A9DF5A31A1D54F7B692637EF87AE40422EE9178B2,0.769597888,0.230402052,NO_FACTURA,INCIERTO_VISUAL
3E354C1E6A7CB85C4D523AC1B7741EC6E1D498440C0B1FFF531DD3B50320AB78,DEVELOPMENT,otro-captura-monotributo-pago,720,1600,14906528E742E63AE2EAD7D14742C897C90A6DA8D4FED6AACDC3B81D54E50A7D,7C89E73ADE8009B6E2A649EB6F0F6C1C7CE4EDA991DA23D5CD5EC7FD26CBE482,C3BB7B5C9606208823C3B3E73E631FD620D4A203D9634DABB608664A2056285E,0.963063300,0.036936723,NO_FACTURA,NO_FACTURA_FUERTE
50D0A84325CDCF665E473A3E3D0F62F86079E2DCFEF4AE4E4BE0D2A776C0AF97,DEVELOPMENT,otro-captura-ticket-acceso,1036,625,2BBDC653CB60DA337A67C416679307ADF5057D21C8DF4411B5E4E9B4ED75A9F6,CC3B5061FEA4FAEACB20EDED81F113F35BC915161FB7E79ABDC1044EBC7444DD,736D348F31BB1FFEC1E3995C3964B87D23AD2A6BB5FB86B1BD4972DDA1D77F7F,0.668089092,0.331910908,NO_FACTURA,INCIERTO_VISUAL
02523B356AEC13D925C44F336DDAABE81215EE01EE8BCBDEBFC6714A37D55A28,DEVELOPMENT,otro-confirmacion-compra-web,1280,1024,0DF173587BA16D3B0EA6544B476C8D4A34969A1B4463F927B63D69794C88A228,E375D0CF016D7D53CD00A31399AB3A694F179CAC696947C0295DF2EA9E5101E5,89CF95866FAF5C529B82ECA0E73DB2AEDE88BDD5096DA6CD6FE56801046747F4,0.761957645,0.238042369,NO_FACTURA,INCIERTO_VISUAL
AF9E13927BD6123DA16DE0369AA7435A2892D4D71E8A0B3863F85C6A5E30455A,DEVELOPMENT,otro-correo-reenvio-factura,2480,3508,B3EB738932223FE10592D92A4ED9013D40E3928A7E0DE8FBAFC479097FD6EDFA,BAD6EB2DCD887F2570CF5849EFB4F78F92E7EA5B6FE2A91AB4637D09CBFD6838,2F0A34AAC767A2753C90BEAC9740140E4FCDD835B4AA195F703F6014D2B09284,0.692794621,0.307205409,NO_FACTURA,INCIERTO_VISUAL
70943A213A862A315DB451BAFBADDBFE5C0E45D694BF40FD8E5430FF47A032BA,DEVELOPMENT,otro-impuesto-inmobiliario-rawson,3541,4875,240DEFC5446EFF5A34249E2E9A436EEE77C6D2CF35C2548261D4067B996C8C6C,379CD789A2F9A1F375818DD0E97A06BEBA839118BF5B31B0E4F12EE19A21EE56,F6C6C4B6824FC46611CBEADAC73F9377A4E25C99F7B009BA622EB6D7D296D723,0.711014330,0.288985640,NO_FACTURA,INCIERTO_VISUAL
28FCC8808B0DEE25A850B6F4C5063E17FB94B3CB194917E84422E9F2A8C111A5,DEVELOPMENT,otro-instruccion-transferencia-banco-patagonia,2479,3508,230F0CE905DD81F214A2A26A763BEE4D6C6F1BFC0613575175D5D013A096F6C8,E3AA2003DA892C0FA964312C1BE257B9C2807B801D73F0FF9EE2CF78475EF236,C1468226ADE6DF58D17077AE91C37B8928147126EC6D1608713A9815B591FEE5,0.872611761,0.127388254,NO_FACTURA,INCIERTO_VISUAL
